stdoutredi ok!
r:0:c:b300:c:c:c:b648:b1100:f - 0.343751073
r:0:c:b300:c:c:c:b648:b1100:c - 0.656248331
r:0:c:b300:c:c:c:b1100 - 0.274248004
r:0:c:b300:c:c:c:b1100:f - 0.604466438
r:0:c:b300:c:c:c:b1100:c - 0.395533264
r:0:c:b300:c:c:b648 - 0.527604461
r:0:c:b300:c:c:b648:f - 0.250879765
r:0:c:b300:c:c:b648:c - 0.51253742
r:0:c:b300:c:c:b648:c:c - 0.826617599
r:0:c:b300:c:c:b648:c:c:c - 0.196097881
r:0:c:b300:c:c:b648:c:c:b1100 - 0.803901672
r:0:c:b300:c:c:b648:c:c:b1100:f - 0.254980266
r:0:c:b300:c:c:b648:c:c:b1100:c - 0.745019972
r:0:c:b300:c:c:b648:c:b1100 - 0.173381776
r:0:c:b300:c:c:b648:c:b1100:f - 0.268871903
r:0:c:b300:c:c:b648:c:b1100:c - 0.731128097
r:0:c:b300:c:c:b648:b1100 - 0.236583516
r:0:c:b300:c:c:b648:b1100:f - 0.223125055
r:0:c:b300:c:c:b648:b1100:c - 0.776875079
r:0:c:b300:c:c:b1100 - 0.0573020875
r:0:c:b300:c:c:b1100:f - 0.373070002
r:0:c:b300:c:c:b1100:c - 0.626929939
r:0:c:b300:c:b648 - 0.0573221408
r:0:c:b300:c:b648:f - 0.323942244
r:0:c:b300:c:b648:c - 0.298581094
r:0:c:b300:c:b648:c:c - 0.282830834
r:0:c:b300:c:b648:c:c:c - 0.282256305
r:0:c:b300:c:b648:c:c:b1100 - 0.717743158
r:0:c:b300:c:b648:c:c:b1100:f - 0.556458712
r:0:c:b300:c:b648:c:c:b1100:c - 0.443541706
r:0:c:b300:c:b648:c:b1100 - 0.717169166
r:0:c:b300:c:b648:c:b1100:f - 0.244502485
r:0:c:b300:c:b648:c:b1100:c - 0.75549823
r:0:c:b300:c:b648:b1100 - 0.37748155
r:0:c:b300:c:b648:b1100:f - 0.201330006
r:0:c:b300:c:b648:b1100:c - 0.798669934
r:0:c:b300:c:b1100 - 0.0825558677
r:0:c:b300:c:b1100:f - 0.408075184
r:0:c:b300:c:b1100:c - 0.591924727
r:0:c:b300:b600 - 0.103302956
r:0:c:b300:b600:f - 0.406312972
r:0:c:b300:b600:c - 0.0308528598
r:0:c:b300:b600:c:c - 0.252964944
r:0:c:b300:b600:c:c:c - 0.318919778
r:0:c:b300:b600:c:c:c:c - 0.323354542
r:0:c:b300:b600:c:c:c:c:c - 0.298205465
r:0:c:b300:b600:c:c:c:c:b1100 - 0.70179522
r:0:c:b300:b600:c:c:c:c:b1100:f - 0.613959432
r:0:c:b300:b600:c:c:c:c:b1100:c - 0.386040002
r:0:c:b300:b600:c:c:c:b1100 - 0.676645041
r:0:c:b300:b600:c:c:c:b1100:f - 0.285568595
r:0:c:b300:b600:c:c:c:b1100:c - 0.714431524
r:0:c:b300:b600:c:c:b1100 - 0.681091905
r:0:c:b300:b600:c:c:b1100:f - 0.297473669
r:0:c:b300:b600:c:c:b1100:c - 0.702526331
r:0:c:b300:b600:c:b1100 - 0.747035265
r:0:c:b300:b600:c:b1100:f - 0.172436237
r:0:c:b300:b600:c:b1100:c - 0.827563286
r:0:c:b300:b600:b1100 - 0.562835336
r:0:c:b300:b600:b1100:f - 0.0782451332
r:0:c:b300:b600:b1100:c - 0.921754897
